packet_length,timestamp,has_ip,has_tcp,has_udp,has_icmp,has_modbus,ip_version,ip_header_length,ip_tos,ip_total_length,ip_identification,ip_flags,ip_fragment_offset,ip_ttl,ip_protocol,ip_checksum,src_ip_int,dst_ip_int,src_ip_private,dst_ip_private,src_ip_multicast,dst_ip_multicast,tcp_src_port,tcp_dst_port,tcp_sequence,tcp_acknowledgment,tcp_header_length,tcp_flags,tcp_window_size,tcp_checksum,tcp_urgent_pointer,tcp_flag_fin,tcp_flag_syn,tcp_flag_rst,tcp_flag_psh,tcp_flag_ack,tcp_flag_urg,tcp_flag_ece,tcp_flag_cwr,tcp_payload_size,udp_src_port,udp_dst_port,udp_length,udp_checksum,udp_payload_size,icmp_type,icmp_code,icmp_checksum,icmp_id,icmp_sequence,modbus_transaction_id,modbus_protocol_id,modbus_length,modbus_unit_id,modbus_function_code,modbus_is_request,modbus_is_response,payload_length,payload_entropy,payload_mean,payload_std,payload_min,payload_max,payload_printable_ratio,payload_null_ratio,packet_size_log,packet_size_sqrt,timestamp_hour,timestamp_minute,timestamp_second,timestamp_microsecond,label,category,file_name
60,1526896778.536103,1,1,0,0,0,4,20,0,41,23448,0,0,128,6,34057,2887508219,2887508218,1,1,0,0,50530,502,3320236938,1571546162,20,0,2048,62197,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,"eth2dump-pingFloodDDoS5m-0,5h_1.pcap"
60,1526997416.139658,1,1,0,0,0,4,20,0,41,36151,0,0,128,6,21354,2887508219,2887508218,1,1,0,0,55139,502,3543887727,431173341,20,0,2048,8969,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,eth2dump-modbusQuery2Flooding15m-1h_1.pcap
60,1526898812.952334,1,1,0,0,0,4,20,0,41,35382,0,0,128,6,22123,2887508219,2887508218,1,1,0,0,51232,502,2644162398,704040106,20,0,2048,30701,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,"eth2dump-pingFloodDDoS1m-0,5h_1.pcap"
60,1529538580.775034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,eth2dump-pingFloodDDoS-15m-12h_1.pcap
60,1527382005.020557,1,1,0,0,0,4,20,0,40,19026,0,0,64,6,54864,2887508218,2887508219,1,1,0,0,502,52634,182885682,564966705,20,0,8712,9492,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,eth2dump-modbusQuery2Flooding5m-6h_1.pcap
60,1535046125.707336,1,1,0,0,0,4,20,0,41,57630,0,0,128,6,65410,2887508219,2887508218,1,1,0,0,52542,502,2491069908,1365737039,20,0,2048,34147,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,"eth2dump-clean-0,5h_1.pcap"
60,1529542259.879018,1,1,0,0,0,4,20,0,40,45946,0,0,64,6,27944,2887508218,2887508219,1,1,0,0,502,49808,51344495,2027473931,20,0,8712,62129,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5,tcpSYNFloodDDoS,eth2dump-tcpSYNFloodDDoS-5m-12h_1.pcap
60,1529539803.903791,1,1,0,0,0,4,20,0,40,18368,0,0,64,6,6371,2887508218,2887508219,1,1,0,0,502,56870,3769227273,0,20,0,0,64738,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,eth2dump-pingFloodDDoS-30m-12h_1.pcap
60,1536430505.635454,1,1,0,0,0,4,20,0,41,35800,0,0,128,6,21705,2887508219,2887508218,1,1,0,0,58965,502,3990708114,3047973758,20,0,2048,14519,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,eth2dump-clean-6h_1.pcap
60,1526985115.226175,1,1,0,0,0,4,20,0,40,18781,0,0,64,6,55109,2887508218,2887508219,1,1,0,0,502,50911,2996652389,944880588,20,0,8712,47784,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2,modbusQueryFlooding,"eth2dump-modbusQueryFlooding5m-0,5h_1.pcap"
85,1535046104.734965,1,1,0,0,1,4,20,0,71,65431,0,0,64,6,8609,2887508218,2887508038,1,1,0,0,502,49499,2985006525,4032495183,20,0,8712,17515,0,0,0,0,1,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,"eth2dump-clean-0,5h_1.pcap"
60,1527543559.828176,1,1,0,0,0,4,20,0,40,36611,0,0,128,6,20895,2887508219,2887508218,1,1,0,0,55157,502,3011903455,3086675606,20,0,2048,23108,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,eth2dump-pingFloodDDoS5m-6h_1.pcap
60,1535046183.686871,1,1,0,0,0,4,20,0,41,57965,0,0,128,6,65075,2887508219,2887508218,1,1,0,0,52562,502,3940674767,3395567630,20,0,2048,56112,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,"eth2dump-clean-0,5h_1.pcap"
66,1536430578.917805,1,1,0,0,1,4,20,0,52,15175,0,0,128,6,42500,2887508038,2887508218,1,1,0,0,49205,502,1776868426,4025709711,20,0,65330,10527,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,eth2dump-clean-6h_1.pcap
60,1535046163.39651,1,1,0,0,0,4,20,0,41,57846,0,0,128,6,65194,2887508219,2887508218,1,1,0,0,52555,502,3433389247,3904909445,20,0,2048,31409,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,"eth2dump-clean-0,5h_1.pcap"
60,1535046154.695653,1,1,0,0,0,4,20,0,41,57794,0,0,128,6,65246,2887508219,2887508218,1,1,0,0,52552,502,3215873619,4065711465,20,0,2048,55965,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,"eth2dump-clean-0,5h_1.pcap"
60,1526901226.923591,1,1,0,0,0,4,20,0,41,49540,0,0,128,6,7965,2887508219,2887508218,1,1,0,0,52065,502,2867606051,561790120,20,0,2048,32530,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,"eth2dump-pingFloodDDoS15m-0,5h_1.pcap"
85,1529546245.153445,1,1,0,0,1,4,20,0,71,3164,0,0,64,6,5341,2887508218,2887508038,1,1,0,0,502,49179,2441180755,1640939010,20,0,8712,21593,0,0,0,0,1,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,modbusQueryFlooding,eth2dump-modbusQueryFlooding-1m-12h_1.pcap
60,1535069784.59396,1,1,0,0,0,4,20,0,41,49933,0,0,128,6,7572,2887508219,2887508218,1,1,0,0,52087,502,3897633925,2078685743,20,0,2048,55107,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,eth2dump-mitm-change-15m-1h_1.pcap
60,1535046162.145013,1,1,0,0,0,4,20,0,40,10851,0,0,128,6,46836,2887508038,2887508218,1,1,0,0,49499,502,4032497379,2985012229,20,0,64927,32826,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,"eth2dump-clean-0,5h_1.pcap"
60,1535058942.992656,1,1,0,0,0,4,20,0,40,26920,0,0,128,6,30767,2887508038,2887508218,1,1,0,0,49499,502,4032981711,2986263420,20,0,65361,779,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,"eth2dump-mitm-change-1m-0,5h_1.pcap"
60,1535046052.744104,1,1,0,0,0,4,20,0,40,10146,0,0,128,6,47541,2887508038,2887508218,1,1,0,0,49499,502,4032493179,2985001379,20,0,65175,47628,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,"eth2dump-clean-0,5h_1.pcap"
60,1535134892.3903,1,1,0,0,0,4,20,0,40,1067,0,0,128,6,56439,2887508219,2887508218,1,1,0,0,53068,502,1925613988,1394134305,20,0,2036,40907,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,eth2dump-mitm-change-15m-6h_1.pcap
60,1536440186.852347,1,1,0,0,0,4,20,0,41,27128,0,0,128,6,30377,2887508219,2887508218,1,1,0,0,62306,502,1222402635,691897817,20,0,2048,14343,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,eth2dump-clean-1h_1.pcap
66,1529537980.166346,1,1,0,0,1,4,20,0,52,2043,0,0,128,6,55632,2887508038,2887508218,1,1,0,0,49179,502,1640649846,2440433779,20,0,64989,32026,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,eth2dump-pingFloodDDoS-5m-12h_1.pcap
60,1535062611.431745,1,1,0,0,0,4,20,0,40,17877,0,0,128,6,39810,2887508038,2887508218,1,1,0,0,49499,502,4033122495,2986627112,20,0,64927,21017,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,eth2dump-mitm-change-1m-1h_1.pcap
85,1536440156.040288,1,1,0,0,1,4,20,0,71,34112,0,0,64,6,39928,2887508218,2887508038,1,1,0,0,502,49205,4026629202,1777224370,20,0,8712,23280,0,0,0,0,1,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,eth2dump-clean-1h_1.pcap
60,1535062641.377501,1,1,0,0,0,4,20,0,44,7967,0,0,128,6,49535,2887508219,2887508218,1,1,0,0,49622,502,1400650008,0,24,0,2048,9624,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,eth2dump-mitm-change-1m-1h_1.pcap
60,1536440137.570795,1,1,0,0,0,4,20,0,41,26838,0,0,128,6,30667,2887508219,2887508218,1,1,0,0,62289,502,4285280012,3329158772,20,0,2048,46329,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,eth2dump-clean-1h_1.pcap
60,1535046050.344988,1,1,0,0,0,4,20,0,41,57182,0,0,128,6,323,2887508219,2887508218,1,1,0,0,52516,502,606934783,3686889827,20,0,2048,11570,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,"eth2dump-clean-0,5h_1.pcap"
74,1529539770.696194,1,1,0,0,0,4,20,0,60,27735,0,0,64,6,46287,2887508067,2887508218,1,1,0,0,43569,502,2457550206,0,40,0,29200,14537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,eth2dump-pingFloodDDoS-30m-12h_1.pcap
66,1535066292.742075,1,1,0,0,1,4,20,0,52,54349,0,0,64,6,19529,2887508218,2887508219,1,1,0,0,502,50882,2816344364,2495048451,20,0,8712,220,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,6,1,6,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,eth2dump-mitm-change-5m-1h_1.pcap
60,1526995396.561939,1,1,0,0,0,4,20,0,40,44527,0,0,64,6,29363,2887508218,2887508219,1,1,0,0,502,54442,3925558095,295818896,20,0,8712,34689,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,"eth2dump-modbusQuery2Flooding1m-0,5h_1.pcap"
60,1526896739.413278,1,1,0,0,0,4,20,0,40,4940,0,0,64,6,3415,2887508218,2887508219,1,1,0,0,502,50516,1279129472,2305911802,20,0,8712,29478,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,"eth2dump-pingFloodDDoS5m-0,5h_1.pcap"
85,1527338483.957059,1,1,0,0,1,4,20,0,71,53640,0,0,64,6,20400,2887508218,2887508038,1,1,0,0,502,50990,2971772543,391765477,20,0,8712,10252,0,0,0,0,1,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,modbusQueryFlooding,eth2dump-modbusQueryFlooding30m-6h_1.pcap
85,1527078528.014244,1,1,0,0,1,4,20,0,71,17903,0,0,64,6,56137,2887508218,2887508038,1,1,0,0,502,50789,1962566654,1905498610,20,0,8712,37174,0,0,0,0,1,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,modbusQueryFlooding,eth2dump-modbusQueryFlooding5m-1h_1.pcap
60,1535060711.310021,1,1,0,0,0,4,20,0,40,12264,0,0,128,6,45242,2887508219,2887508218,1,1,0,0,57576,502,2080441888,3110236717,20,0,2048,64790,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,"eth2dump-mitm-change-15m-0,5h_1.pcap"
66,1526995308.407869,1,1,0,0,1,4,20,0,52,11673,0,0,128,6,46002,2887508038,2887508218,1,1,0,0,50040,502,656142867,2781154357,20,0,65082,1633,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,"eth2dump-modbusQuery2Flooding1m-0,5h_1.pcap"
64,1526916904.602537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,5,tcpSYNFloodDDoS,eth2dump-tcpSYNFloodDDoS15m-1h_1.pcap
60,1529539837.572148,1,1,0,0,0,4,20,0,40,2102,0,0,128,6,55555,2887508219,2887508067,1,1,0,0,3717,43046,0,0,20,0,0,57246,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,eth2dump-pingFloodDDoS-30m-12h_1.pcap
66,1527207216.670371,1,1,0,0,1,4,20,0,52,30539,0,0,128,6,27136,2887508038,2887508218,1,1,0,0,50891,502,3330834184,3564200754,20,0,64958,20862,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,5,tcpSYNFloodDDoS,eth2dump-tcpSYNFloodDDoS15m-6h_1.pcap
60,1526930587.341376,1,1,0,0,0,4,20,0,40,58040,0,0,64,6,15850,2887508218,2887508219,1,1,0,0,502,49663,1772644154,3057366065,20,0,8712,29784,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5,tcpSYNFloodDDoS,"eth2dump-tcpSYNFloodDDoS5m-0,5h_1.pcap"
85,1529552685.242313,1,1,0,0,1,4,20,0,71,40985,0,0,64,6,33055,2887508218,2887508038,1,1,0,0,502,49179,2441799794,1641178638,20,0,8712,14881,0,0,0,0,1,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,eth2dump-modbusQuery2Flooding-30m-12h_1.pcap
